number,status,heuristic_score,comments,activity_state,formalized,prize,tags,url,statement
776,open,45,6,open,no,no,['combinatorics'],https://www.erdosproblems.com/776,"Let $r\geq 2$ and $A_1,\ldots,A_m\subseteq \{1,\ldots,n\}$ be such that $A_i\not\subseteq A_j$ for all $i\neq j$ and for any $t$ if there exists some $i$ with $\lvert A_i\rvert=t$ then there must exist at least $r$ sets of that size.
How large must $n$ be (as a function of $r$) to ensure that there is such a family which achieves $n-3$ distinct sizes of sets?"
777,solved,16,0,,no,no,"['graph theory', 'combinatorics']",https://www.erdosproblems.com/777,"If $\mathcal{F}$ is a family of subsets of $\{1,\ldots,n\}$ then we write $G_{\mathcal{F}}$ for the graph on $\mathcal{F}$ where $A\sim B$ if $A$ and $B$ are comparable - that is, $A\subseteq B$ or vice versa.
Is it true that, if $\epsilon>0$ and $n$ is sufficiently large, whenever $m\leq (2-\epsilon)2^{n/2}$ the graph $G_\mathcal{F}$ has $0$, there exists some $\delta>0$ such that if there are $>m^{2-\delta}$ edges then $m<(2+\epsilon)^{n/2}$?"
778,open,53,1,open,no,no,['graph theory'],https://www.erdosproblems.com/778,"Alice and Bob play a game on the edges of $K_n$, alternating colouring edges by red (Alice) and blue (Bob). Alice goes first, and wins if at the end the largest red clique is larger than any of the blue cliques.
Does Bob have a winning strategy for $n\geq 3$? (Erdős believed the answer is yes.)
If we change the game so that Bob colours two edges after each edge that Alice colours, but now require Bob's largest clique to be strictly larger than Alice's, then does Bob have a winning strategy for $n>3$?
Finally, consider the game when Alice wins if the maximum degree of the red subgraph is larger than the maximum degree of the blue subgraph. Who wins?"
779,falsifiable,77,4,open,yes,no,"['number theory', 'primes']",https://www.erdosproblems.com/779,Let $n> 1$ and $p_1<\cdots<p_n$ denote the first $n$ primes. Let $P=\prod_{1\leq i\leq n}p_i$. Does there always exist some prime $p$ with $p_n<p<P$ such that $P+p$ is prime?
780,proved,17,0,,no,no,"['combinatorics', 'hypergraphs', 'chromatic number']",https://www.erdosproblems.com/780,Suppose $n\geq kr+(t-1)(k-1)$ and the edges of the complete $r$-uniform hypergraph on $n$ vertices are $t$-coloured. Prove that some colour class must contain $k$ pairwise disjoint edges.
781,disproved,8,0,,no,no,['additive combinatorics'],https://www.erdosproblems.com/781,"Let $f(k)$ be the minimal $n$ such that any $2$-colouring of $\{1,\ldots,n\}$ contains a monochromatic $k$-term descending wave: a sequence $x_1<\cdots <x_k$ such that, for $1<j<k$,\[x_j \geq \frac{x_{j+1}+x_{j-1}}{2}.\]Estimate $f(k)$. In particular is it true that $f(k)=k^2-k+1$ for all $k$?"
782,open,49,1,open,no,no,['number theory'],https://www.erdosproblems.com/782,"Do the squares contain arbitrarily long quasi-progressions? That is, does there exist some constant $C>0$ such that, for any $k$, the squares contain a sequence $x_1,\ldots,x_k$ where, for some $d$ and all $1\leq i<k$,\[x_i+d\leq x_{i+1}\leq x_i+d+C.\]Do the squares contain arbitrarily large cubes\[a+\left\{ \sum_i \epsilon_ib_i : \epsilon_i\in \{0,1\}\right\}?\]"
783,solved,1,28,,no,no,['number theory'],https://www.erdosproblems.com/783,"Fix some constant $C>0$ and let $N$ be large. Let $A\subseteq \{2,\ldots,N\}$ be such that $(a,b)=1$ for all $a\neq b\in A$ and $\sum_{n\in A}\frac{1}{n}\leq C$.
What choice of such an $A$ minimises the number of integers $m\leq N$ not divisible by any $a\in A$?"
784,solved,14,2,,no,no,['number theory'],https://www.erdosproblems.com/784,"Let $C>0$. Does there exist a $c>0$ (depending on $C$) such that, for all sufficiently large $x$, if $A\subseteq [1,x]$ has $\sum_{n\in A}\frac{1}{n}\leq C$ then\[\#\{ m\leq x : a\nmid m\textrm{ for all }a\in A\}\gg\frac{x}{(\log x)^c}?\]"
785,proved (Lean),6,5,,no,no,['additive combinatorics'],https://www.erdosproblems.com/785,"Let $A,B\subseteq \mathbb{N}$ be infinite sets such that $A+B$ contains all large integers. Let $A(x)=\lvert A\cap [1,x]\rvert$ and similarly for $B(x)$. Is it true that if $A(x)B(x)\sim x$ then\[A(x)B(x)-x\to \infty\]as $x\to \infty$?"
786,open,47,10,open,yes,no,['number theory'],https://www.erdosproblems.com/786,"Let $\epsilon>0$. Is there some set $A\subset \mathbb{N}$ of density $>1-\epsilon$ such that $a_1\cdots a_r=b_1\cdots b_s$ with $a_i,b_j\in A$ can only hold when $r=s$?
Similarly, can one always find a set $A\subset\{1,\ldots,N\}$ with this property of size $\geq (1-o(1))N$?"
787,open,46,5,open,no,no,['additive combinatorics'],https://www.erdosproblems.com/787,"Let $g(n)$ be maximal such that given any set $A\subset \mathbb{R}$ with $\lvert A\rvert=n$ there exists some $B\subseteq A$ of size $\lvert B\rvert\geq g(n)$ such that $b_1+b_2\not\in A$ for all $b_1\neq b_2\in B$.
Estimate $g(n)$."
788,open,37,14,open,no,no,['additive combinatorics'],https://www.erdosproblems.com/788,"Let $f(n)$ be maximal such that if $B\subset (2n,4n)\cap \mathbb{N}$ there exists some $C\subset (n,2n)\cap \mathbb{N}$ such that $c_1+c_2\not\in B$ for all $c_1\neq c_2\in C$ and $\lvert C\rvert+\lvert B\rvert \geq f(n)$. 
Estimate $f(n)$. In particular is it true that $f(n)\leq n^{1/2+o(1)}$?"
789,open,59,0,open,yes,no,['additive combinatorics'],https://www.erdosproblems.com/789,"Let $h(n)$ be maximal such that if $A\subseteq \mathbb{Z}$ with $\lvert A\rvert=n$ then there is $B\subseteq A$ with $\lvert B\rvert \geq h(n)$ such that if $a_1+\cdots+a_r=b_1+\cdots+b_s$ with $a_i,b_i\in B$ then $r=s$.
Estimate $h(n)$."
790,open,45,1,open,no,no,['additive combinatorics'],https://www.erdosproblems.com/790,"Let $l(n)$ be maximal such that if $A\subset\mathbb{Z}$ with $\lvert A\rvert=n$ then there exists a sum-free $B\subseteq A$ with $\lvert B\rvert \geq l(n)$ - that is, $B$ is such that there are no solutions to\[a_1=a_2+\cdots+a_r\]with $a_i\in B$ all distinct.
Estimate $l(n)$. In particular, is it true that $l(n)n^{-1/2}\to \infty$? Is it true that $l(n)0$?"
791,open,50,2,open,no,no,['additive combinatorics'],https://www.erdosproblems.com/791,"Let $g(n)$ be minimal such that there exists $A\subseteq \{0,\ldots,n\}$ of size $g(n)$ with $\{0,\ldots,n\}\subseteq A+A$. Estimate $g(n)$. In particular is it true that $g(n)\sim 2n^{1/2}$?"
792,open,53,0,open,no,no,['additive combinatorics'],https://www.erdosproblems.com/792,"Let $f(n)$ be maximal such that in any $A\subset \mathbb{Z}$ with $\lvert A\rvert=n$ there exists some sum-free subset $B\subseteq A$ with $\lvert B\rvert \geq f(n)$, so that there are no solutions to\[a+b=c\]with $a,b,c\in B$. Estimate $f(n)$."
793,open,54,2,open,no,no,['number theory'],https://www.erdosproblems.com/793,"Let $F(n)$ be the maximum possible size of a subset $A\subseteq\{1,\ldots,n\}$ such that $a\nmid bc$ whenever $a,b,c\in A$ with $a\neq b$ and $a\neq c$. Is there a constant $C$ such that\[F(n)=\pi(n)+(C+o(1))n^{2/3}(\log n)^{-2}?\]"
794,disproved (Lean),14,3,,no,no,"['graph theory', 'hypergraphs', 'turan number']",https://www.erdosproblems.com/794,Is it true that every $3$-uniform hypergraph on $3n$ vertices with at least $n^3+1$ edges must contain either a subgraph on $4$ vertices with $3$ edges or a subgraph on $5$ vertices with $7$ edges?
795,proved,17,0,,no,no,['number theory'],https://www.erdosproblems.com/795,"Let $g(n)$ be the maximal size of $A\subseteq \{1,\ldots,n\}$ such that the products $\prod_{n\in S}n$ are distinct for all $S\subseteq A$. Is it true that\[g(n) \leq \pi(n)+\pi(n^{1/2})+o\left(\frac{x^{1/2}}{\log n}\right)?\]"
796,open,45,4,open,no,no,['number theory'],https://www.erdosproblems.com/796,"Let $k\geq 2$ and let $g_k(n)$ be the largest possible size of $A\subseteq \{1,\ldots,n\}$ such that every $m$ has $<k$ solutions to $m=a_1a_2$ with $a_1<a_2\in A$.
Is it true that\[g_3(n)=\frac{\log\log n}{\log n}n+(c+o(1))\frac{n}{\log n}\]for some constant $c$?"
797,proved,16,0,,no,no,"['graph theory', 'chromatic number']",https://www.erdosproblems.com/797,"Let $f(d)$ be the maximal acyclic chromatic number of any graph with maximum degree $d$ - that is, the vertices of any graph with maximum degree $d$ can be coloured with $f(d)$ colours such that there is no edge between vertices of the same colour and no cycle containing only two colours.
Estimate $f(d)$. In particular is it true that $f(d)=o(d^2)$?"
798,proved,17,0,,no,no,['geometry'],https://www.erdosproblems.com/798,"Let $t(n)$ be the minimum number of points in $\{1,\ldots,n\}^2$ such that the $\binom{t}{2}$ lines determined by these points cover all points in $\{1,\ldots,n\}^2$.
Estimate $t(n)$. In particular, is it true that $t(n)=o(n)$?"
799,proved,16,0,,no,no,"['graph theory', 'chromatic number']",https://www.erdosproblems.com/799,"The list chromatic number $\chi_L(G)$ is defined to be the minimal $k$ such that for any assignment of a list of $k$ colours to each vertex of $G$ (perhaps different lists for different vertices) a colouring of each vertex by a colour on its list can be chosen such that adjacent vertices receive distinct colours.
Is it true that $\chi_L(G)=o(n)$ for almost all graphs on $n$ vertices?"
800,proved,17,0,,no,no,"['graph theory', 'ramsey theory']",https://www.erdosproblems.com/800,"If $G$ is a graph on $n$ vertices which has no two adjacent vertices of degree $\geq 3$ then\[R(G)\ll n,\]where the implied constant is absolute."
801,proved,17,0,,no,no,"['graph theory', 'ramsey theory']",https://www.erdosproblems.com/801,If $G$ is a graph on $n$ vertices containing no independent set on $>n^{1/2}$ vertices then there is a set of $\leq n^{1/2}$ vertices containing $\gg n^{1/2}\log n$ edges.
802,open,58,1,open,no,no,['graph theory'],https://www.erdosproblems.com/802,Is it true that any $K_r$-free graph on $n$ vertices with average degree $t$ contains an independent set on\[\gg_r \frac{\log t}{t}n\]many vertices?
803,disproved,16,0,,no,no,['graph theory'],https://www.erdosproblems.com/803,"We call a graph $H$ $D$-balanced (or $D$-almost-regular) if the maximum degree of $H$ is at most $D$ times the minimum degree of $H$.
Is it true that for every $m\geq 1$, if $n$ is sufficiently large, any graph on $n$ vertices with $\geq n\log n$ edges contains a $O(1)$-balanced subgraph with $m$ vertices and $\gg m\log m$ edges (where the implied constants are absolute)?"
804,disproved,16,0,,no,no,['graph theory'],https://www.erdosproblems.com/804,"Let $f(m,n)$ be maximal such that any graph on $n$ vertices in which every induced subgraph on $m$ vertices has an independent set of size at least $\log n$ must contain an independent set of size at least $f(n)$.
Estimate $f(n)$. In particular, is it true that $f((\log n)^2,n) \geq n^{1/2-o(1)}$? Is it true that $f((\log n)^3,n)\gg (\log n)^3$?"
805,open,56,0,open,no,no,['graph theory'],https://www.erdosproblems.com/805,"For which functions $g(n)$ with $n>g(n)\geq (\log n)^2$ is there a graph on $n$ vertices in which every induced subgraph on $g(n)$ vertices contains a clique of size $\geq \log n$ and an independent set of size $\geq \log n$?
In particular, is there such a graph for $g(n)=(\log n)^3$?"
806,proved,13,0,,no,no,['additive combinatorics'],https://www.erdosproblems.com/806,"Let $A\subseteq \{1,\ldots,n\}$ with $\lvert A\rvert \leq n^{1/2}$. Must there exist some $B\subset\mathbb{Z}$ with $\lvert B\rvert=o(n^{1/2})$ such that $A\subseteq B+B$?"
807,disproved,16,0,,no,no,['graph theory'],https://www.erdosproblems.com/807,"The bipartition number $\tau(G)$ of a graph $G$ is the smallest number of pairwise edge disjoint complete bipartite graphs whose union is $G$. The independence number $\alpha(G)$ is the size of the largest independent subset of $G$.
Is it true that, if $G$ is a random graph on $n$ vertices with edge probability $1/2$, then\[\tau(G)=n-\alpha(G)\]almost surely?"
808,disproved,12,0,,no,no,"['additive combinatorics', 'graph theory']",https://www.erdosproblems.com/808,"Let $c,\epsilon>0$ and $n$ be sufficiently large. If $A\subset \mathbb{N}$ has $\lvert A\rvert=n$ and $G$ is any graph on $A$ with at least $n^{1+c}$ edges then\[\max(\lvert A+_GA\rvert,\lvert A\cdot_G A\rvert) \geq \lvert A\rvert^{1+c-\epsilon},\]where\[A+_GA = \{ a+b : (a,b)\in G\}\]and similarly for $A\cdot_GA$."
809,open,49,1,open,no,no,"['graph theory', 'ramsey theory']",https://www.erdosproblems.com/809,"Define the anti-Ramsey number $\chi_S(n,e,G)$ as the smallest $r$ such that there is a graph with $n$ vertices and $e$ edges with an $r$-colouring of its edges in which every copy of $G$ has entirely distinct edge colours.
Is it true that, for all $k\geq 3$,\[\chi_S(n, \lfloor n^2/4\rfloor+1,C_{2k+1})\sim n^2/8?\]"
810,open,41,9,open,no,no,"['graph theory', 'ramsey theory']",https://www.erdosproblems.com/810,"Does there exist some $\epsilon>0$ such that, for all sufficiently large $n$, there exists a graph $G$ on $n$ vertices with at least $\epsilon n^2$ many edges such that the edges can be coloured with $n$ colours so that every $C_4$ receives $4$ distinct colours?"
811,open,49,1,open,no,no,"['graph theory', 'ramsey theory']",https://www.erdosproblems.com/811,"Suppose $n\equiv 1\pmod{m}$. We say that an edge-colouring of $K_n$ using $m$ colours is balanced if every vertex sees exactly $\lfloor n/m\rfloor$ many edges of each colours. 
For which graphs $G$ is it true that, if $m=e(G)$, for all large $n\equiv 1\pmod{m}$, every balanced edge-colouring of $K_n$ with $m$ colours contains a rainbow copy of $G$? (That is, a subgraph isomorphic to $G$ where each edge receives a different colour.)"
812,open,63,0,open,yes,no,"['graph theory', 'ramsey theory']",https://www.erdosproblems.com/812,"Is it true that\[\frac{R(n+1)}{R(n)}\geq 1+c\]for some constant $c>0$, for all large $n$? Is it true that\[R(n+1)-R(n) \gg n^2?\]"
813,open,56,0,open,no,no,['graph theory'],https://www.erdosproblems.com/813,"Let $h(n)$ be minimal such that every graph on $n$ vertices where every set of $7$ vertices contains a triangle (a copy of $K_3$) must contain a clique on at least $h(n)$ vertices. Estimate $h(n)$ - in particular, do there exist constants $c_1,c_2>0$ such that\[n^{1/3+c_1}\ll h(n) \ll n^{1/2-c_2}?\]"
814,proved,21,0,,no,no,['graph theory'],https://www.erdosproblems.com/814,Let $k\geq 2$ and $G$ be a graph with $n\geq k-1$ vertices and\[(k-1)(n-k+2)+\binom{k-2}{2}+1\]edges. Does there exist some $c_k>0$ such that $G$ must contain an induced subgraph on at most $(1-c_k)n$ vertices with minimum degree at least $k$?
815,disproved,21,0,,no,no,['graph theory'],https://www.erdosproblems.com/815,Let $k\geq 3$ and $n$ be sufficiently large. Is it true that if $G$ is a graph with $n$ vertices and $2n-2$ edges such that every proper induced subgraph has minimum degree $\leq 2$ then $G$ must contain a copy of $C_k$?
816,proved,21,0,,no,no,['graph theory'],https://www.erdosproblems.com/816,Let $G$ be a graph with $2n+1$ vertices and $n^2+n+1$ edges. Must $G$ contain two vertices of the same degree which are joined by a path of length $3$?
817,open,54,0,open,yes,no,['additive combinatorics'],https://www.erdosproblems.com/817,"Let $k\geq 3$ and define $g_k(n)$ to be the minimal $N$ such that $\{1,\ldots,N\}$ contains some $A$ of size $\lvert A\rvert=n$ such that\[\langle A\rangle = \left\{\sum_{a\in A}\epsilon_aa: \epsilon_a\in \{0,1\}\right\}\]contains no non-trivial $k$-term arithmetic progression. Estimate $g_k(n)$. In particular, is it true that\[g_3(n) \gg 3^n?\]"
818,proved (Lean),10,1,,no,no,['additive combinatorics'],https://www.erdosproblems.com/818,Let $A$ be a finite set of integers such that $\lvert A+A\rvert \ll \lvert A\rvert$. Is it true that\[\lvert AA\rvert \gg \frac{\lvert A\rvert^2}{(\log \lvert A\rvert)^C}\]for some constant $C>0$?
819,open,53,0,open,no,no,['additive combinatorics'],https://www.erdosproblems.com/819,"Let $f(N)$ be maximal such that there exists $A\subseteq \{1,\ldots,N\}$ with $\lvert A\rvert=\lfloor N^{1/2}\rfloor$ such that $\lvert (A+A)\cap [1,N]\rvert=f(N)$. Estimate $f(N)$."
820,open,49,2,open,no,no,['number theory'],https://www.erdosproblems.com/820,"Let $H(n)$ be the smallest integer $l$ such that there exist $k0$ such that, for all $\epsilon>0$,\[H(n) > \exp(n^{(c-\epsilon)/\log\log n})\]for infinitely many $n$ and\[H(n) < \exp(n^{(c+\epsilon)/\log\log n})\]for all large enough $n$?
Does a similar upper bound hold for the smallest $k$ such that $(k^n-1,2^n-1)=1$?"
821,open,54,2,open,no,no,['number theory'],https://www.erdosproblems.com/821,"Let $g(n)$ count the number of $m$ such that $\phi(m)=n$. Is it true that, for every $\epsilon>0$, there exist infinitely many $n$ such that\[g(n) > n^{1-\epsilon}?\]"
822,proved,20,1,,yes,no,['number theory'],https://www.erdosproblems.com/822,Does the set of integers of the form $n+\phi(n)$ have positive (lower) density?
823,proved,17,0,,no,no,['number theory'],https://www.erdosproblems.com/823,"Let $\alpha\geq 1$. Is there a sequence of integers $n_k,m_k$ such that $n_k/m_k\to \alpha$ and $\sigma(n_k)=\sigma(m_k)$ for all $k\geq 1$, where $\sigma$ is the sum of divisors function?"
